OBJECTID,STATUS,AP_NAME,AP_NUMBER,MAP_NUMBER,AP_FULL_NAME,ADOPTED_DATE,CROP_TYPE,NONR_DATE,ACTIVE,AMENDMENT_NO,SHAPESTArea,SHAPESTLength
8167,O,"EL SOBRANTE",1,18,"EL SOBRANTE NO. 1 MAP NO. 18",1969-02-24T00:00:00.000Z," ",,Y," ",5861315.30371094,13871.9926591333
8168,O,"EL SOBRANTE",1,18,"EL SOBRANTE NO. 1 MAP NO. 18",1969-02-24T00:00:00.000Z," ",,Y," ",218083.047851562,1977.8899901312
8169,O,"EL SOBRANTE",1,48,"EL SOBRANTE NO. 1 MAP NO. 48",1969-02-24T00:00:00.000Z," ",,Y," ",217706.783203125,1981.48985425724
8170,O,"SAN JACINTO",13,414,"SAN JACINTO NO. 13 MAP NO. 414",1977-02-15T00:00:00.000Z," ",,Y," ",16884757.1660156,18001.5969301491
8171,O,"EL SOBRANTE",1,18,"EL SOBRANTE NO. 1 MAP NO. 18",1969-02-24T00:00:00.000Z," ",,Y," ",1732857.3203125,5265.56827323368
8173,O,LAKEVIEW,1,9,"LAKEVIEW NO. 1 MAP NO. 9",1969-02-10T00:00:00.000Z," ",,Y," ",35265071.3691406,36483.490203215
8177,O,"SAN JACINTO",11,400,"SAN JACINTO NO. 11 MAP NO. 400",1977-02-15T00:00:00.000Z," ",,Y," ",59251377.3261719,43952.6053250397
8180,O,"COACHELLA VALLEY",97,777,"COACHELLA VALLEY NO. 97 MAP NO. 777",1997-12-23T00:00:00.000Z," ",,Y," ",3481742.3671875,9610.85307231513
8181,O,"COACHELLA VALLEY",10,121,"COACHELLA VALLEY NO. 10 MAP NO. 121",1971-02-08T00:00:00.000Z," ",,Y," ",17341919.6962891,21374.5408263985
8183,O,SAGE,4,86,"SAGE NO. 4 MAP NO. 86",1970-02-24T00:00:00.000Z," ",,Y," ",27972501.8369141,29806.7821100432
8184,O,"COACHELLA VALLEY",39,194,"COACHELLA VALLEY NO. 39 MAP NO. 194",1972-01-25T00:00:00.000Z," ",,Y," ",6758072.77734375,12983.025875153
8186,O,"COACHELLA VALLEY",63,299,"COACHELLA VALLEY NO. 63 MAP NO. 299",1974-02-19T00:00:00.000Z," ",,Y," ",5094181.79785156,9557.76307263504
8188,O,"MURRIETA HOT SPRINGS",1,33,"MURRIETA HOT SPRINGS NO. 1 MAP NO. 33",1969-09-29T00:00:00.000Z," ",,N," ",3348956.69726562,8537.73166031485
8190,O,"COACHELLA VALLEY",10,121,"COACHELLA VALLEY NO. 10 MAP NO. 121",1971-02-08T00:00:00.000Z," ",,Y," ",3518592.53222656,7908.62728124922
8191,O,"COACHELLA VALLEY",88,511,"COACHELLA VALLEY NO. 88 MAP NO. 511",1980-02-26T00:00:00.000Z," ",,Y," ",7474935.81542969,15329.5848510278
8192,O,"COACHELLA VALLEY",23,152,"COACHELLA VALLEY NO. 23 MAP NO. 152",1972-01-18T00:00:00.000Z," ",,Y," ",6130704.74902344,20589.5296970116
8193,O,"COACHELLA VALLEY",90,526,"COACHELLA VALLEY NO. 90 MAP NO. 526",1981-02-24T00:00:00.000Z," ",,Y," ",9719941.31054688,15931.9405695211
8194,O,"COACHELLA VALLEY",37,191,"COACHELLA VALLEY NO. 37 MAP NO. 191",1972-01-25T00:00:00.000Z," ",,Y," ",27924993.4394531,21121.1995007768
8195,O,"MURRIETA HOT SPRINGS",2,38,"MURRIETA HOT SPRINGS NO. 2 MAP NO. 38",1969-11-17T00:00:00.000Z," ",,N," ",7469305.97460938,12698.8679664928
8197,O,"COACHELLA VALLEY",86,461,"COACHELLA VALLEY NO. 86 MAP NO. 461",1978-02-21T00:00:00.000Z," ",,Y," ",5201832.37597656,10559.8851468531
8198,O,BLYTHE,4,523,"BLYTHE NO. 4 MAP NO. 523",1982-02-02T00:00:00.000Z," ",,Y," ",15468407.8310547,27584.474179853
8199,O,"MURRIETA HOT SPRINGS",2,38,"MURRIETA HOT SPRINGS NO. 2 MAP NO. 38",1969-11-17T00:00:00.000Z," ",,Y," ",1615569.96289062,6154.89425209195
8200,O,BLYTHE,3,522,"BLYTHE NO. 3 MAP NO. 522",1982-02-02T00:00:00.000Z," ",,Y," ",14071860.0683594,15860.3153082718
8203,O,"COACHELLA VALLEY",61,301,"COACHELLA VALLEY NO. 61 MAP NO. 301",1974-02-19T00:00:00.000Z," ",,Y," ",24825607.578125,21277.7115363442
8205,O,"RANCHO CALIFORNIA",18,354,"RANCHO CALIFORNIA NO. 18 MAP NO. 354",1976-02-03T00:00:00.000Z," ",,Y," ",7730206.38574219,17507.7401069984
8206,O,"RANCHO CALIFORNIA",18,354,"RANCHO CALIFORNIA NO. 18 MAP NO. 354",1976-02-03T00:00:00.000Z," ",,Y," ",2173861.29296875,5974.62054407159
8209,O,SAGE,4,86,"SAGE NO. 4 MAP NO. 86",1970-02-24T00:00:00.000Z," ",,Y," ",23765515.9951172,31055.5360004274
8210,O,BLYTHE,2,520,"BLYTHE NO. 2 MAP NO. 520",1982-02-02T00:00:00.000Z," ",,Y," ",50638543.0175781,44123.3562375886
8211,O,"COACHELLA VALLEY",59,266,"COACHELLA VALLEY NO. 59 MAP NO. 266",1973-11-20T00:00:00.000Z," ",,Y," ",5145846.15527344,9666.17804319471
8213,O,BLYTHE,5,532,"BLYTHE NO. 5 MAP NO. 532",1982-02-02T00:00:00.000Z," ",,Y," ",6958569.34277344,12911.2433151064
8214,O,"COACHELLA VALLEY",12,123,"COACHELLA VALLEY NO. 12 MAP NO. 123",1971-02-08T00:00:00.000Z," ",,Y," ",5081375.95800781,10455.360444405
8215,O,"MURRIETA HOT SPRINGS",3,39,"MURRIETA HOT SPRINGS NO. 3 MAP NO. 39",1969-11-17T00:00:00.000Z," ",,Y," ",6977211.88964844,10567.1358767491
8218,O,"COACHELLA VALLEY",32,172,"COACHELLA VALLEY NO. 32 MAP NO. 172",1972-01-18T00:00:00.000Z," ",,Y," ",12441990.7392578,16231.5673652597
8219,O,"COACHELLA VALLEY",66,314,"COACHELLA VALLEY NO. 66 MAP NO. 314",1974-11-26T00:00:00.000Z," ",,Y," ",6999152.4296875,10583.085471008
8221,O,"COACHELLA VALLEY",15,129,"COACHELLA VALLEY NO. 15 MAP NO. 129",1971-02-16T00:00:00.000Z," ",,Y," ",5963596.83691406,14144.8590241004
8222,O,"COACHELLA VALLEY",77,390,"COACHELLA VALLEY NO. 77 MAP NO. 390",1976-09-28T00:00:00.000Z," ",,Y," ",5797611.32324219,13052.7128600159
8223,O,"COACHELLA VALLEY",52,243,"COACHELLA VALLEY NO. 52 MAP NO. 243",1973-08-07T00:00:00.000Z," ",,Y," ",7387803.64550781,11881.2153342742
8224,O,"COACHELLA VALLEY",5,101,"COACHELLA VALLEY NO. 5 MAP NO. 101",1970-05-11T00:00:00.000Z," ",,Y," ",4763536.6796875,8789.73767117047
8225,O,BLYTHE,7,575,"BLYTHE NO. 7 MAP NO. 575",1983-01-04T00:00:00.000Z," ",,Y," ",10302324.0488281,15000.4652865247
8226,O,ANZA,1,84,"ANZA NO. 1 MAP NO. 84",1970-02-24T00:00:00.000Z," ",,Y," ",12914961.0625,24221.0308627403
8227,O,"COACHELLA VALLEY",40,195,"COACHELLA VALLEY NO. 40 MAP NO. 195",1972-01-25T00:00:00.000Z," ",,Y," ",17672186.7050781,21353.0985923518
8228,O,"COACHELLA VALLEY",78,391,"COACHELLA VALLEY NO. 78 MAP NO. 391",1976-09-28T00:00:00.000Z," ",,Y," ",8004845.44335938,16014.552580673
8230,O,"COACHELLA VALLEY",25,154,"COACHELLA VALLEY NO. 25 MAP NO. 154",1972-01-11T00:00:00.000Z," ",,Y," ",5976946.14160156,13062.6397749236
8232,O,"COACHELLA VALLEY",35,183,"COACHELLA VALLEY NO. 35 MAP NO. 183",1972-01-25T00:00:00.000Z," ",,Y," ",17809499.1767578,31658.7740603461
8234,O,"SAN GORGONIO PASS",3,220,"SAN GORGONIO PASS NO. 3 MAP NO. 220",1972-02-01T00:00:00.000Z," ",,N," ",33947845.0341797,26418.4205479018
8237,O,BLYTHE,9,577,"BLYTHE NO. 9 MAP NO. 577",1983-01-04T00:00:00.000Z," ",,Y," ",15133851.1494141,23044.7409091867
8238,O,SAGE,1,8,"SAGE NO. 1 MAP NO. 8",1969-02-10T00:00:00.000Z," ",,Y," ",18624812.7177734,27559.7128377444
8240,O,"COACHELLA VALLEY",17,131,"COACHELLA VALLEY NO. 17 MAP NO. 131",1971-02-16T00:00:00.000Z," ",,Y," ",8693539.04980469,16042.5388803893
8241,O,"RANCHO CALIFORNIA",13,327,"RANCHO CALIFORNIA NO. 13 MAP NO. 327",1975-02-25T00:00:00.000Z," ",,Y," ",4140156.28710938,8140.29669022641
8245,O,"RANCHO CALIFORNIA",8,287,"RANCHO CALIFORNIA NO. 8 MAP NO. 287",1974-02-19T00:00:00.000Z," ",,Y," ",2047794.78710938,5757.69921299251
8249,O,"COACHELLA VALLEY",13,126,"COACHELLA VALLEY NO. 13 MAP NO. 126",1971-02-08T00:00:00.000Z," ",,Y," ",12647974.8037109,18853.2553138807
8254,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",4272599.68847656,10400.2286705317
8255,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",2315833.96972656,8820.09119600146
8257,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",966136.176757812,4360.6462309685
8259,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",4023764.96582031,9031.25462511869
8260,O,"VALLE VISTA",2,226,"VALLE VISTA NO. 2 MAP NO. 226",1973-08-07T00:00:00.000Z," ",,Y," ",6437894.44433594,11798.1426349912
8262,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",5167875.74316406,15704.7371047598
8263,O,"BAUTISTA CANYON",2,147,"BAUTISTA CANYON NO. 2 MAP NO. 147",1972-01-18T00:00:00.000Z," ",,Y," ",699609.452148438,5415.20434333621
8264,O,"BAUTISTA CANYON",2,147,"BAUTISTA CANYON NO. 2 MAP NO. 147",1972-01-18T00:00:00.000Z," ",,Y," ",394247.8203125,2589.15439811611
8265,O,"BAUTISTA CANYON",2,147,"BAUTISTA CANYON NO. 2 MAP NO. 147",1972-01-18T00:00:00.000Z," ",,Y," ",1181138.70019531,5012.02032781174
8266,O,"BAUTISTA CANYON",2,147,"BAUTISTA CANYON NO. 2 MAP NO. 147",1972-01-18T00:00:00.000Z," ",,Y," ",782634.529296875,3796.46414099211
8268,O,"BAUTISTA CANYON",2,147,"BAUTISTA CANYON NO. 2 MAP NO. 147",1972-01-18T00:00:00.000Z," ",,Y," ",501092.935546875,3112.06773115831
8269,O,"BAUTISTA CANYON",1,530,"BAUTISTA CANYON NO. 1 MAP NO. 530",1981-03-17T00:00:00.000Z," ",,Y,12,1026187.37695312,4903.606486559
8272,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",6779432.5234375,10184.1569251437
8273,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",143420.431640625,2005.57430177908
8274,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",2415451.92382812,6514.70110559078
8275,O,"BAUTISTA CANYON",1,1,"BAUTISTA CANYON NO. 1 MAP NO. 1",1966-11-28T00:00:00.000Z," ",,Y," ",9716199.23339844,17880.3877901118
8281,O,WINCHESTER,15,149,"WINCHESTER NO. 15 MAP NO. 149",1972-01-11T00:00:00.000Z," ",,Y," ",4639733.171875,8753.78340556597
8282,O,WINCHESTER,15,149,"WINCHESTER NO. 15 MAP NO. 149",1972-01-11T00:00:00.000Z," ",,Y," ",1576908.55859375,5229.93588501909
8289,O,"DIAMOND VALLEY",7,293,"DIAMOND VALLEY NO. 7 MAP NO. 293",1974-02-19T00:00:00.000Z," ",,Y," ",31056311.2841797,24908.4883700862
8290,O,BLYTHE,11,583,"BLYTHE NO. 11 MAP NO. 583",1984-02-21T00:00:00.000Z," ",,Y," ",21608437.9345703,24296.8135899481
8292,O,"DIAMOND VALLEY",8,294,"DIAMOND VALLEY NO. 8 MAP NO. 294",1974-02-19T00:00:00.000Z," ",,Y," ",14095753.2675781,15918.1755535728
8294,O,WINCHESTER,18,288,"WINCHESTER NO. 18 MAP NO. 288",1974-02-19T00:00:00.000Z," ",,Y," ",13935004.9433594,21825.827593203
8295,O,WINCHESTER,17,261,"WINCHESTER NO. 17 MAP NO. 261",1973-10-02T00:00:00.000Z," ",,Y," ",2792748.73632812,7209.34761588526
8296,O,WINCHESTER,17,261,"WINCHESTER NO. 17 MAP NO. 261",1973-10-02T00:00:00.000Z," ",,Y," ",4048266.58691406,8281.40961555607
8297,O,"DIAMOND VALLEY",5,291,"DIAMOND VALLEY NO. 5 MAP NO. 291",1974-02-19T00:00:00.000Z," ",,Y," ",2102860.81542969,6687.77457955267
8298,O,"DIAMOND VALLEY",5,291,"DIAMOND VALLEY NO. 5 MAP NO. 291",1974-02-19T00:00:00.000Z," ",,Y," ",6530220.01171875,10168.9412530996
8299,O,"DIAMOND VALLEY",5,291,"DIAMOND VALLEY NO. 5 MAP NO. 291",1974-02-19T00:00:00.000Z," ",,N," ",6209357.58300781,9912.85506447068
8300,O,WINCHESTER,1,41,"WINCHESTER NO. 1 MAP NO. 41",1969-11-17T00:00:00.000Z," ",,Y," ",15527699.1005859,18733.0734279575
8301,O,WINCHESTER,17,261,"WINCHESTER NO. 17 MAP NO. 261",1973-10-02T00:00:00.000Z," ",,Y," ",805896.634765625,4118.46130282632
8302,O,WINCHESTER,1,41,"WINCHESTER NO. 1 MAP NO. 41",1969-11-17T00:00:00.000Z," ",,Y," ",166197.2578125,2151.54476089581
8303,O,WINCHESTER,19,289,"WINCHESTER NO. 19 MAP NO. 289",1974-02-19T00:00:00.000Z," ",,Y," ",8845190.31640625,13302.1451196355
8304,O,"DIAMOND VALLEY",5,291,"DIAMOND VALLEY NO. 5 MAP NO. 291",1974-02-19T00:00:00.000Z," ",,Y," ",1419377.74316406,5143.59140900282
8305,O,"DIAMOND VALLEY",5,291,"DIAMOND VALLEY NO. 5 MAP NO. 291",1974-02-19T00:00:00.000Z," ",,Y," ",2527833.6484375,7285.6896967245
8306,O,"DIAMOND VALLEY",5,291,"DIAMOND VALLEY NO. 5 MAP NO. 291",1974-02-19T00:00:00.000Z," ",,N," ",246369.499023438,2727.13947626526
8307,O,"GARNER VALLEY",1,11,"GARNER VALLEY NO. 1 MAP NO. 11",1969-02-10T00:00:00.000Z," ",,Y," ",39388535.4023438,29343.2021142433
8308,O,WINCHESTER,30,686,"WINCHESTER NO. 30 MAP NO. 686",1989-07-05T00:00:00.000Z," ",,N," ",4095092.22753906,8334.53844800655
8309,O,"COACHELLA VALLEY",29,169,"COACHELLA VALLEY NO. 29 MAP NO. 169",1972-01-18T00:00:00.000Z," ",,Y," ",4528583.76269531,13435.6699881083
8311,O,WINCHESTER,20,290,"WINCHESTER NO. 20 MAP NO. 290",1974-02-19T00:00:00.000Z," ",,Y," ",18010065.5634766,18740.1119717338
8312,O,"COACHELLA VALLEY",22,141,"COACHELLA VALLEY NO. 22 MAP NO. 141",1972-01-04T00:00:00.000Z," ",,Y," ",17257983.5244141,21010.9949126146
8313,O,"SAN GORGONIO PASS",10,546,"SAN GORGONIO PASS NO. 10 MAP NO. 546",1982-02-09T00:00:00.000Z," ",,Y," ",5532935.95019531,9219.989979347
8314,O,"MIRA LOMA",2,3,"MIRA LOMA NO. 2 MAP NO. 3",1968-02-05T00:00:00.000Z," ",,Y," ",1223638.83203125,4483.74016146238
8315,O,"COACHELLA VALLEY",29,169,"COACHELLA VALLEY NO. 29 MAP NO. 169",1972-01-18T00:00:00.000Z," ",,N," ",841534.194335938,3886.94494271167
8316,O,"COACHELLA VALLEY",21,140,"COACHELLA VALLEY NO. 21 MAP NO. 140",1972-01-04T00:00:00.000Z," ",,Y," ",9398362.3984375,15580.7181046193
8319,O,"COACHELLA VALLEY",70,353,"COACHELLA VALLEY NO. 70 MAP NO. 353",1975-12-23T00:00:00.000Z," ",,Y," ",5640916.39257812,10371.3014733491
8322,O,"COACHELLA VALLEY",38,193,"COACHELLA VALLEY NO. 38 MAP NO. 193",1972-01-25T00:00:00.000Z," ",,Y," ",17334567.8095703,22076.6730609288
8323,O,"COACHELLA VALLEY",2,29,"COACHELLA VALLEY NO. 2 MAP NO. 29",1970-02-09T00:00:00.000Z," ",,Y," ",5015185.24023438,10376.2306196414
8326,O,"COACHELLA VALLEY",8,119,"COACHELLA VALLEY NO. 8 MAP NO. 119",1971-02-08T00:00:00.000Z," ",,Y," ",5219985.13671875,9258.74758025631
8327,O,"COACHELLA VALLEY",18,132,"COACHELLA VALLEY NO. 18 MAP NO. 132",1971-02-16T00:00:00.000Z," ",,Y," ",5436463.59960938,13209.1479797965
8328,O,"COACHELLA VALLEY",4,46,"COACHELLA VALLEY NO. 4 MAP NO. 46",1970-02-09T00:00:00.000Z," ",,Y," ",9053253.2890625,14126.2886921393
8332,O,WINCHESTER,3,61,"WINCHESTER NO. 3 MAP NO. 61",1969-11-17T00:00:00.000Z," ",,Y," ",23203139.3105469,31970.1495411054
8335,O,"COACHELLA VALLEY",9,120,"COACHELLA VALLEY NO. 9 MAP NO. 120",1971-02-08T00:00:00.000Z," ",,Y," ",17521675.9150391,19266.3418409897
8349,O,"COACHELLA VALLEY",46,212,"COACHELLA VALLEY NO. 46 MAP NO. 212",1972-02-01T00:00:00.000Z," ",,N," ",20815386.84375,29061.7944991442
8352,O,"COACHELLA VALLEY",58,300,"COACHELLA VALLEY NO. 58 MAP NO. 300",1974-02-19T00:00:00.000Z," ",,N," ",8630711.81347656,13181.3274277576
8354,O,"COACHELLA VALLEY",1,28,"COACHELLA VALLEY NO. 1 MAP NO. 28",1970-02-09T00:00:00.000Z," ",,Y," ",11769653.9453125,18034.5163670824
8355,O,"COACHELLA VALLEY",79,425,"COACHELLA VALLEY NO. 79 MAP NO. 425",1977-02-15T00:00:00.000Z," ",,Y," ",3809031.04101562,8597.32088360701
8356,O,"COACHELLA VALLEY",62,298,"COACHELLA VALLEY NO. 62 MAP NO. 298",1974-02-19T00:00:00.000Z," ",,Y," ",5262093.35351562,10243.2301237145
8357,O,BLYTHE,11,583,"BLYTHE NO. 11 MAP NO. 583",1984-02-21T00:00:00.000Z," ",,Y," ",4414074.95214844,10210.9190024135
8359,O,BLYTHE,7,575,"BLYTHE NO. 7 MAP NO. 575",1983-01-04T00:00:00.000Z," ",,Y," ",2610430.7265625,6593.78582536353
8361,O,HIGHGROVE,1,63,"HIGHGROVE NO. 1 MAP NO. 63",1970-02-24T00:00:00.000Z," ",,Y," ",6744.2607421875,453.097270299326
8362,O,HIGHGROVE,1,63,"HIGHGROVE NO. 1 MAP NO. 63",1970-02-24T00:00:00.000Z," ",,Y," ",35225.9384765625,1653.65770785397
8363,O,HIGHGROVE,1,63,"HIGHGROVE NO. 1 MAP NO. 63",1970-02-24T00:00:00.000Z," ",,Y," ",224206.088867188,3292.36823550506
8364,O,"MIRA LOMA",1,2,"MIRA LOMA NO. 1 MAP NO. 2",1968-02-05T00:00:00.000Z," ",,Y," ",4674931.71679688,8679.41000882091
8373,O,"MIRA LOMA",14,236,"MIRA LOMA NO. 14 MAP NO. 236",1973-08-07T00:00:00.000Z," ",,Y," ",8991245.28027344,13500.2198357225
8393,O,"DIAMOND VALLEY",6,292,"DIAMOND VALLEY NO. 6 MAP NO. 292",1974-02-19T00:00:00.000Z," ",,N," ",22520053.4052734,21021.2919236379
8394,O,"SAN GORGONIO PASS",7,397,"SAN GORGONIO PASS NO. 7 MAP NO. 397",1977-01-18T00:00:00.000Z," ",,Y," ",43741620.5507812,52337.3707690712
8395,O,"COACHELLA VALLEY",20,136A,"COACHELLA VALLEY NO. 20 MAP NO. 136A",1977-03-08T00:00:00.000Z," ",,N," ",7006515.30273438,13500.9496586718
8397,O,"EL SOBRANTE",1,18,"EL SOBRANTE NO. 1 MAP NO. 18",1969-02-24T00:00:00.000Z," ",,Y," ",76158.224609375,1126.26017777606
8398,O,"EL SOBRANTE",1,18,"EL SOBRANTE NO. 1 MAP NO. 18",1969-02-24T00:00:00.000Z," ",,Y," ",78541.4521484375,1160.18215331577
8404,O,"BEDFORD CANYON",1,64,"BEDFORD CANYON NO. 1 MAP NO. 64",1970-02-24T00:00:00.000Z," ",,N," ",21659361.9550781,29600.6657645635
8405,O,"BEDFORD CANYON",2,255,"BEDFORD CANYON NO. 2 MAP NO. 255",1973-09-25T00:00:00.000Z," ",,N," ",8856220.44824219,17647.0999577151
8408,O,WINCHESTER,12,96,"WINCHESTER NO. 12 MAP NO. 96",1970-05-11T00:00:00.000Z," ",,Y," ",3508433.9609375,7963.35057060867
8409,O,"COACHELLA VALLEY",6,106,"COACHELLA VALLEY NO. 6 MAP NO. 106",1970-07-06T00:00:00.000Z," ",,Y," ",7244338.15527344,14418.9672772804
8410,O,"COACHELLA VALLEY",50,216,"COACHELLA VALLEY NO. 50 MAP NO. 216",1972-02-01T00:00:00.000Z," ",,Y," ",3442026.71289062,7851.24664224
8412,O,"RANCHO CALIFORNIA",20,358,"RANCHO CALIFORNIA NO. 20 MAP NO. 358",1976-02-03T00:00:00.000Z," ",,Y," ",1208401.08300781,5177.4588869814
8413,O,"RANCHO CALIFORNIA",5,113,"RANCHO CALIFORNIA NO. 5 MAP NO. 113",1970-11-09T00:00:00.000Z," ",,Y," ",7483095.91113281,12758.2559633642
8414,O,BLYTHE,12,613,"BLYTHE NO. 12 MAP NO. 613",1985-02-26T00:00:00.000Z," ",,Y," ",25770658.9306641,25859.1762884698
8415,O,"COACHELLA VALLEY",36,190,"COACHELLA VALLEY NO. 36 MAP NO. 190",1972-01-25T00:00:00.000Z," ",,Y," ",19716749.2080078,29210.9897363283
8416,O,"RANCHO CALIFORNIA",18,438,"RANCHO CALIFORNIA NO. 18 MAP NO. 438",1977-02-15T00:00:00.000Z," ",,Y," ",5639400.18164062,12871.79905326
8419,O,"RANCHO CALIFORNIA",18,354,"RANCHO CALIFORNIA NO. 18 MAP NO. 354",1976-02-03T00:00:00.000Z," ",,Y," ",400033.260742188,2560.66443374161
8423,O,"RANCHO CALIFORNIA",14,329,"RANCHO CALIFORNIA NO. 14 MAP NO. 329",1975-02-25T00:00:00.000Z," ",,Y," ",27024567.0791016,52008.5588894805
8425,O,"MIRA LOMA",10,134,"MIRA LOMA NO. 10 MAP NO. 134",1971-02-16T00:00:00.000Z," ",,Y," ",4461236.7890625,8484.38010509927
8426,O,"RANCHO CALIFORNIA",18,354,"RANCHO CALIFORNIA NO. 18 MAP NO. 354",1976-02-03T00:00:00.000Z," ",,Y," ",1745815.2578125,5491.18519225478
8428,O,"RANCHO CALIFORNIA",15,331,"RANCHO CALIFORNIA NO. 15 MAP NO. 331",1975-02-25T00:00:00.000Z," ",,Y," ",4044419.41992188,8731.3493454948
8430,O,"RANCHO CALIFORNIA",23,366,"RANCHO CALIFORNIA NO. 23 MAP NO. 366",1976-12-10T00:00:00.000Z," ",,Y," ",2397499.86621094,6402.19411485307
8431,O,"RANCHO CALIFORNIA",23,366,"RANCHO CALIFORNIA NO. 23 MAP NO. 366",1976-12-10T00:00:00.000Z," ",,Y," ",3444414.17480469,8455.18923683437
8432,O,"COACHELLA VALLEY",28,168,"COACHELLA VALLEY NO. 28 MAP NO. 168",1972-01-18T00:00:00.000Z," ",,Y," ",304025.45703125,2482.42746082889
8433,O,"COACHELLA VALLEY",28,168,"COACHELLA VALLEY NO. 28 MAP NO. 168",1972-01-18T00:00:00.000Z," ",,Y," ",12710350.84375,16656.1917426115
8434,O,SAGE,5,237,"SAGE NO. 5 MAP NO. 237",1973-09-11T00:00:00.000Z," ",,Y," ",22450712.3935547,20715.8028156141
8435,O,"RANCHO CALIFORNIA",18,354,"RANCHO CALIFORNIA NO. 18 MAP NO. 354",1976-02-03T00:00:00.000Z," ",,Y," ",4811824.85351562,9644.10042186249
8436,O,"RANCHO CALIFORNIA",16,343,"RANCHO CALIFORNIA NO. 16 MAP NO. 343",1975-11-10T00:00:00.000Z," ",,Y," ",3858429.55566406,10123.7034519104
8438,O,"COACHELLA VALLEY",60,267,"COACHELLA VALLEY NO. 60 MAP NO. 267",1973-11-20T00:00:00.000Z," ",,Y," ",4334705.93847656,9169.03379518248
8445,O,"RANCHO CALIFORNIA",16,343,"RANCHO CALIFORNIA NO. 16 MAP NO. 343",1975-11-10T00:00:00.000Z," ",,Y," ",975135.75390625,4152.98932603855
8446,O,"RANCHO CALIFORNIA",36,604,"RANCHO CALIFORNIA NO. 36 MAP NO. 604",1985-02-26T00:00:00.000Z," ",,Y," ",6192541.99804688,14611.0450940948
8449,O,"COACHELLA VALLEY",34,182,"COACHELLA VALLEY NO. 34 MAP NO. 182",1972-01-18T00:00:00.000Z," ",,Y," ",11272090.4814453,15367.5688381598
8453,O,"RANCHO CALIFORNIA",27,372,"RANCHO CALIFORNIA NO. 27 MAP NO. 372",1976-02-10T00:00:00.000Z," ",,Y," ",2634895.37597656,8298.91052234237
8455,O,"RANCHO CALIFORNIA",30,411,"RANCHO CALIFORNIA NO. 30 MAP NO. 411",1977-02-15T00:00:00.000Z," ",,Y," ",1633972.75585938,5070.49850596856
8457,O,"RANCHO CALIFORNIA",27,372,"RANCHO CALIFORNIA NO. 27 MAP NO. 372",1976-02-10T00:00:00.000Z," ",,Y," ",3407527.80566406,8346.75465835799
8459,O,"RANCHO CALIFORNIA",30,411,"RANCHO CALIFORNIA NO. 30 MAP NO. 411",1977-02-15T00:00:00.000Z," ",,Y," ",1599439.98144531,5178.33712724097
8460,O,"RANCHO CALIFORNIA",16,343,"RANCHO CALIFORNIA NO. 16 MAP NO. 343",1975-11-10T00:00:00.000Z," ",,Y," ",1946267.48632812,5964.1343809126
8461,O,"RANCHO CALIFORNIA",30,411,"RANCHO CALIFORNIA NO. 30 MAP NO. 411",1977-02-15T00:00:00.000Z," ",,Y," ",857366.33984375,3818.84478504113
8462,O,"RANCHO CALIFORNIA",30,411,"RANCHO CALIFORNIA NO. 30 MAP NO. 411",1977-02-15T00:00:00.000Z," ",,Y," ",840690.380859375,4120.47019271942
8464,O,"RANCHO CALIFORNIA",30,411,"RANCHO CALIFORNIA NO. 30 MAP NO. 411",1977-02-15T00:00:00.000Z," ",,Y," ",2993972.39453125,7603.25131870918
8466,O,"RANCHO CALIFORNIA",28,395,"RANCHO CALIFORNIA NO. 28 MAP NO. 395",1977-01-18T00:00:00.000Z," ",,Y," ",5186268.01855469,12502.7510536747
8467,O,"RANCHO CALIFORNIA",28,395,"RANCHO CALIFORNIA NO. 28 MAP NO. 395",1977-01-18T00:00:00.000Z," ",,Y," ",1766209.31738281,5855.39127218979
8470,O,"RANCHO CALIFORNIA",30,411,"RANCHO CALIFORNIA NO. 30 MAP NO. 411",1977-02-15T00:00:00.000Z," ",,Y," ",870883.607421875,3790.22726119458
8471,O,"RANCHO CALIFORNIA",27,372,"RANCHO CALIFORNIA NO. 27 MAP NO. 372",1976-02-10T00:00:00.000Z," ",,Y," ",3501801.40917969,7423.4155147452
